TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
1614794355403,5823,FRONT-eval,273,vehicle,-46.5545,3.6122,-0.0316,189.5151
1614794355403,5823,FRONT-eval,345,person,-33.7131,8.2753,1.0237,140.1778
1614794355750,5873,FRONT-eval,280,vehicle,-30.5160,-0.0180,0.0090,3.7883
1614794355750,5873,FRONT-eval,273,vehicle,-46.1137,3.6204,-0.0315,184.0487
1614794355750,5873,FRONT-eval,345,person,-33.5582,8.2942,1.0236,137.6206
1614794356038,5923,FRONT-eval,280,vehicle,-30.5233,-0.0184,0.0089,178.9547
1614794356038,5923,FRONT-eval,273,vehicle,-45.6706,3.6287,-0.0314,175.3817
1614794356038,5923,FRONT-eval,345,person,-33.4023,8.3130,1.0236,94.3036
1614794356358,5973,FRONT-eval,280,vehicle,-30.5296,-0.0190,0.0089,3.6419
1614794356358,5973,FRONT-eval,273,vehicle,-45.2253,3.6369,-0.0313,169.7561
1614794356358,5973,FRONT-eval,345,person,-33.2453,8.3319,1.0235,123.6930
1614794356691,6023,FRONT-eval,280,vehicle,-30.5350,-0.0193,0.0089,3.5638
1614794356691,6023,FRONT-eval,273,vehicle,-44.7784,3.6454,-0.0312,161.4440
1614794356691,6023,FRONT-eval,345,person,-33.0882,8.3521,1.0235,117.7066
1614794357010,6073,FRONT-eval,280,vehicle,-30.5396,-0.0197,0.0088,77.4822
1614794357010,6073,FRONT-eval,273,vehicle,-44.3298,3.6539,-0.0312,256.5447
1614794357010,6073,FRONT-eval,345,person,-32.9305,8.3721,1.0235,112.1373
1614794357358,6123,FRONT-eval,280,vehicle,-30.5436,-0.0201,0.0088,77.1435
1614794357358,6123,FRONT-eval,273,vehicle,-43.8798,3.6624,-0.0311,245.7389
1614794357358,6123,FRONT-eval,345,person,-32.7721,8.3923,1.0235,107.4412
1614794357647,6173,FRONT-eval,280,vehicle,-30.5470,-0.0203,0.0088,76.3212
1614794357647,6173,FRONT-eval,273,vehicle,-43.4287,3.6710,-0.0311,231.4464
1614794357647,6173,FRONT-eval,345,person,-32.6132,8.4125,1.0235,102.0075
1614794357945,6223,FRONT-eval,280,vehicle,-30.5498,-0.0206,0.0088,76.0535
1614794357946,6223,FRONT-eval,273,vehicle,-42.9766,3.6796,-0.0311,217.5936
1614794357946,6223,FRONT-eval,345,person,-32.4539,8.4328,1.0234,97.8161
1614794358248,6273,FRONT-eval,280,vehicle,-30.5522,-0.0209,0.0088,3.6490
1614794358248,6273,FRONT-eval,345,person,-32.2943,8.4529,1.0234,0.1060
1614794358248,6273,FRONT-eval,273,vehicle,-42.5236,3.6882,-0.0310,5.3278
1614794358579,6323,FRONT-eval,280,vehicle,-30.5543,-0.0212,0.0088,3.5740
1614794358579,6323,FRONT-eval,273,vehicle,-42.0698,3.6969,-0.0310,5.4482
1614794358579,6323,FRONT-eval,345,person,-32.1344,8.4731,1.0234,0.0632
1614794358870,6373,FRONT-eval,280,vehicle,-30.5559,-0.0214,0.0088,3.4996
1614794358870,6373,FRONT-eval,345,person,-31.9743,8.4933,1.0234,0.0235
1614794358870,6373,FRONT-eval,273,vehicle,-41.6157,3.7057,-0.0310,5.2976
1614794359204,6423,FRONT-eval,280,vehicle,-30.5569,-0.0217,0.0087,3.8412
1614794359204,6423,FRONT-eval,345,person,-31.8141,8.5135,1.0234,0.1017
1614794359205,6423,FRONT-eval,273,vehicle,-41.1614,3.7145,-0.0309,5.4195
1614794359519,6473,FRONT-eval,280,vehicle,-30.5574,-0.0219,0.0087,3.8164
1614794359519,6473,FRONT-eval,273,vehicle,-40.7071,3.7233,-0.0308,107.6479
1614794359519,6473,FRONT-eval,345,person,-31.6537,8.5336,1.0234,75.4131
1614794359837,6523,FRONT-eval,280,vehicle,-30.5575,-0.0221,0.0087,73.3560
1614794359837,6523,FRONT-eval,273,vehicle,-40.2527,3.7321,-0.0308,146.8199
1614794359837,6523,FRONT-eval,345,person,-31.4932,8.5537,1.0234,71.3574
1614794360120,6573,FRONT-eval,280,vehicle,-30.5572,-0.0223,0.0087,3.6592
1614794360120,6573,FRONT-eval,345,person,-31.3291,8.5716,1.0234,0.0485
1614794360120,6573,FRONT-eval,273,vehicle,-39.7982,3.7410,-0.0307,5.1332
1614794360445,6623,FRONT-eval,280,vehicle,-30.5564,-0.0225,0.0087,73.7819
1614794360445,6623,FRONT-eval,345,person,-31.1644,8.5894,1.0234,80.5927
1614794360445,6623,FRONT-eval,273,vehicle,-39.3437,3.7498,-0.0307,5.2573
1614794360777,6673,FRONT-eval,345,person,-30.9991,8.6078,1.0234,0.0203
1614794360777,6673,FRONT-eval,280,vehicle,-30.5553,-0.0227,0.0087,3.4313
1614794360777,6673,FRONT-eval,273,vehicle,-38.8892,3.7587,-0.0307,5.2773
1614794361133,6723,FRONT-eval,273,vehicle,-38.4347,3.7676,-0.0306,5.4056
1614794361133,6723,FRONT-eval,280,vehicle,-30.5539,-0.0229,0.0087,3.8599
1614794361133,6723,FRONT-eval,345,person,-30.8306,8.6269,1.0234,0.0233
1614794361463,6773,FRONT-eval,280,vehicle,-30.5520,-0.0230,0.0087,3.7330
1614794361463,6773,FRONT-eval,273,vehicle,-37.9803,3.7765,-0.0306,5.5363
1614794361463,6773,FRONT-eval,345,person,-30.6614,8.6467,1.0234,1000000.0000
1614794361769,6823,FRONT-eval,280,vehicle,-30.5499,-0.0232,0.0087,3.6474
1614794361769,6823,FRONT-eval,273,vehicle,-37.5259,3.7854,-0.0306,5.5747
1614794361769,6823,FRONT-eval,345,person,-30.4918,8.6671,1.0234,1000000.0000
1614794362115,6873,FRONT-eval,280,vehicle,-30.5523,-0.0235,0.0087,3.5802
1614794362115,6873,FRONT-eval,273,vehicle,-37.0640,3.7943,-0.0311,5.4070
1614794362115,6873,FRONT-eval,345,person,-30.3217,8.6882,1.0234,0.0389
1614794362444,6923,FRONT-eval,273,vehicle,-36.5913,3.8034,-0.0319,5.6447
1614794362444,6923,FRONT-eval,280,vehicle,-30.5620,-0.0240,0.0087,3.5816
1614794362444,6923,FRONT-eval,345,person,-30.1510,8.7099,1.0234,0.0229
1614794362751,6973,FRONT-eval,273,vehicle,-36.1114,3.8126,-0.0326,5.6660
1614794362751,6973,FRONT-eval,280,vehicle,-30.5775,-0.0247,0.0087,3.5237
1614794362751,6973,FRONT-eval,345,person,-29.9799,8.7324,1.0234,0.0234
1614794363064,7023,FRONT-eval,280,vehicle,-30.5968,-0.0254,0.0087,3.5211
1614794363064,7023,FRONT-eval,273,vehicle,-35.6281,3.8218,-0.0326,5.4724
1614794363064,7023,FRONT-eval,345,person,-29.8084,8.7557,1.0234,0.0086
1614794363380,7073,FRONT-eval,273,vehicle,-35.1449,3.8310,-0.0325,5.4792
1614794363380,7073,FRONT-eval,280,vehicle,-30.6181,-0.0262,0.0093,3.5662
1614794363380,7073,FRONT-eval,345,person,-29.6365,8.7798,1.0233,0.5485
1614794363673,7123,FRONT-eval,273,vehicle,-34.6630,3.8402,-0.0322,5.4164
1614794363673,7123,FRONT-eval,280,vehicle,-30.6400,-0.0269,0.0095,3.5734
1614794363673,7123,FRONT-eval,345,person,-29.4642,8.8047,1.0233,1000000.0000
1614794364003,7173,FRONT-eval,273,vehicle,-34.1835,3.8493,-0.0317,5.1709
1614794364003,7173,FRONT-eval,280,vehicle,-30.6619,-0.0276,0.0096,3.5812
1614794364003,7173,FRONT-eval,345,person,-29.2917,8.8303,1.0233,0.0173
1614794364372,7223,FRONT-eval,280,vehicle,-30.6822,-0.0282,0.0094,3.5838
1614794364372,7223,FRONT-eval,273,vehicle,-33.7052,3.8585,-0.0317,5.2996
1614794364372,7223,FRONT-eval,345,person,-29.1190,8.8565,1.0233,0.0074
1614794364718,7273,FRONT-eval,273,vehicle,-33.2274,3.8676,-0.0316,5.2400
1614794364719,7273,FRONT-eval,280,vehicle,-30.7025,-0.0288,0.0094,3.5863
1614794364719,7273,FRONT-eval,345,person,-28.9463,8.8833,1.0233,0.0074
1614794365017,7323,FRONT-eval,273,vehicle,-32.7497,3.8767,-0.0314,5.2769
1614794365017,7323,FRONT-eval,280,vehicle,-30.7218,-0.0292,0.0090,3.5856
1614794365017,7323,FRONT-eval,345,person,-28.7736,8.9104,1.0233,0.3764
1614794365339,7373,FRONT-eval,280,vehicle,-30.7406,-0.0297,0.0086,83.9444
1614794365339,7373,FRONT-eval,273,vehicle,-32.2720,3.8857,-0.0312,5.3150
1614794365339,7373,FRONT-eval,345,person,-28.6013,8.9371,1.0233,78.7382
1614794365644,7423,FRONT-eval,273,vehicle,-31.7944,3.8947,-0.0310,5.3544
1614794365645,7423,FRONT-eval,280,vehicle,-30.7588,-0.0300,0.0084,3.5791
1614794365645,7423,FRONT-eval,345,person,-28.4292,8.9645,1.0233,1000000.0000
1614794365963,7473,FRONT-eval,273,vehicle,-31.3170,3.9037,-0.0309,5.3956
1614794365963,7473,FRONT-eval,280,vehicle,-30.7767,-0.0303,0.0084,3.5736
1614794365963,7473,FRONT-eval,345,person,-28.2577,8.9911,1.0233,1000000.0000
1614794366228,7523,FRONT-eval,273,vehicle,-30.8397,3.9126,-0.0307,5.3457
1614794366228,7523,FRONT-eval,280,vehicle,-30.7942,-0.0306,0.0084,3.5670
1614794366229,7523,FRONT-eval,345,person,-28.0867,9.0172,1.0233,1000000.0000
1614794366555,7573,FRONT-eval,273,vehicle,-30.3627,3.9214,-0.0307,5.3898
1614794366556,7573,FRONT-eval,280,vehicle,-30.8114,-0.0307,0.0084,3.5595
1614794366556,7573,FRONT-eval,345,person,-27.9186,9.0444,1.0233,0.0678
