TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
1620096233082,6730,FRONT-eval,337,vehicle,32.6562,-24.2812,0.0923,5.7806
1620096233083,6730,FRONT-eval,305,vehicle,29.1406,18.7031,-0.0419,1000000.0000
1620096233351,6780,FRONT-eval,337,vehicle,32.4062,-24.5000,0.0927,5.2936
1620096233352,6780,FRONT-eval,305,vehicle,28.9375,18.9219,-0.0416,1000000.0000
1620096233672,6830,FRONT-eval,337,vehicle,32.1875,-24.7188,0.0928,5.4020
1620096233672,6830,FRONT-eval,305,vehicle,28.7188,19.1562,-0.0413,1000000.0000
1620096233906,6880,FRONT-eval,337,vehicle,31.9375,-24.9375,0.0931,5.7900
1620096233906,6880,FRONT-eval,305,vehicle,28.5156,19.3750,-0.0411,1000000.0000
1620096234178,6930,FRONT-eval,337,vehicle,31.7031,-25.1562,0.0933,5.9319
1620096234179,6930,FRONT-eval,305,vehicle,28.2969,19.5938,-0.0409,1000000.0000
1620096234474,6980,FRONT-eval,337,vehicle,31.4531,-25.3750,0.0934,5.5023
1620096234475,6980,FRONT-eval,305,vehicle,28.0781,19.8281,-0.0407,1000000.0000
1620096234728,7030,FRONT-eval,337,vehicle,31.2188,-25.6094,0.0936,6.2305
1620096234728,7030,FRONT-eval,305,vehicle,27.8750,20.0625,-0.0406,1000000.0000
1620096234976,7080,FRONT-eval,337,vehicle,30.9844,-25.8438,0.0936,5.9319
1620096234977,7080,FRONT-eval,305,vehicle,27.6562,20.2969,-0.0405,1000000.0000
1620096235255,7130,FRONT-eval,337,vehicle,30.7500,-26.0781,0.0937,6.3875
1620096235256,7130,FRONT-eval,305,vehicle,27.4531,20.5469,-0.0404,1000000.0000
1620096235514,7180,FRONT-eval,337,vehicle,30.5000,-26.3281,0.0938,6.1334
1620096235514,7180,FRONT-eval,305,vehicle,27.2344,20.7812,-0.0403,1000000.0000
1620096235809,7230,FRONT-eval,337,vehicle,30.2656,-26.5625,0.0939,5.9700
1620096235809,7230,FRONT-eval,305,vehicle,27.0312,21.0312,-0.0402,1000000.0000
1620096236087,7280,FRONT-eval,337,vehicle,30.0312,-26.8125,0.0941,6.0274
